CIK,Simulation,Year,Revenue,EBITDA,CapEx,Free Cash Flow,Net Income
0000002969,92,2024,15860713544.48993,2936371943.272353,5823651201.764142,-2887279258.491789,2202278957.4542646
0000002969,92,2025,14479882484.364721,2680731894.54584,5316645105.211503,-2635913210.6656632,2010548920.90938
0000002969,93,2024,16904471079.557232,3129607911.6891384,6206892460.512981,-3077284548.823843,2347205933.766854
0000002969,93,2025,19659276595.581017,3639618612.2628436,7218387082.682222,-3578768470.4193788,2729713959.1971326
0000002969,94,2024,13143305428.191416,2433284807.3287387,4825887954.99879,-2392603147.670051,1824963605.496554
0000002969,94,2025,16192035872.56122,2997711276.1844087,5945304346.096604,-2947593069.9121957,2248283457.1383066
0000002969,95,2024,13864773554.319134,2566853751.600019,5090792727.912859,-2523938976.31284,1925140313.700014
0000002969,95,2025,16267148694.657907,3011617282.541944,5972883866.74328,-2961266584.2013364,2258712961.906458
0000002969,96,2024,13417188436.543156,2483990116.3431916,4926450839.906607,-2442460723.563415,1862992587.2573938
0000002969,96,2025,18817181838.885574,3483717466.31495,6909191274.557159,-3425473808.2422094,2612788099.7362127
0000002969,97,2024,12407613278.395597,2297082499.564556,4555760481.83884,-2258677982.2742834,1722811874.673417
0000002969,97,2025,13004897769.743925,2407660716.4667974,4775068177.932007,-2367407461.4652095,1805745537.3500981
0000002969,98,2024,17253250283.91674,3194179122.007347,6334955326.469237,-3140776204.46189,2395634341.5055103
0000002969,98,2025,18542125928.297085,3432795012.1379843,6808197729.736001,-3375402717.5980167,2574596259.103488
0000002969,99,2024,16711582619.659351,3093897521.9745526,6136068716.793016,-3042171194.818464,2320423141.4809146
0000002969,99,2025,17141305401.0672,3173454215.0055118,6293852008.531529,-3120397793.5260177,2380090661.2541337
0000002969,100,2024,14905273465.99976,2759486620.1696534,5472837870.087402,-2713351249.917749,2069614965.1272402
0000002969,100,2025,17072168522.203743,3160654564.4241796,6268466702.47011,-3107812138.0459304,2370490923.318135
0000002969,101,2024,19303791674.375423,3573805939.588535,7087862047.804003,-3514056108.215468,2680354454.691401
0000002969,101,2025,21044254614.408085,3896026407.8595023,7726915837.150599,-3830889429.291096,2922019805.8946266
0000002969,102,2024,12002264064.956636,2222038205.1051064,4406926545.2472515,-2184888340.142145,1666528653.8288298
0000002969,102,2025,15106637526.965017,2796766139.6151814,5546773639.265947,-2750007499.650766,2097574604.7113862
0000002969,103,2024,12149758700.427046,2249344612.736997,4461082829.496482,-2211738216.759485,1687008459.5527477
0000002969,103,2025,13480400972.021257,2495692964.082062,4949660877.536439,-2453967913.454377,1871769723.0615463
0000002969,104,2024,11047228386.563286,2045227750.5822358,4056261699.0155854,-2011033948.4333496,1533920812.936677
0000002969,104,2025,12862289728.757593,2381258988.1168914,4722706127.073342,-2341447138.956451,1785944241.0876684
0000002969,105,2024,13282098684.49994,2458980285.82008,4876849313.807183,-2417869027.9871035,1844235214.3650599
0000002969,105,2025,14015284944.855457,2594718665.9416127,5146056688.006291,-2551338022.0646787,1946038999.4562097
0000002969,106,2024,11935540722.330519,2209685384.3635235,4382427428.396024,-2172742044.0325003,1657264038.2726426
0000002969,106,2025,12969555738.79633,2401117672.372237,4762091481.743439,-2360973809.3712015,1800838254.279178
0000002969,107,2024,16824611964.83564,3114823200.8231816,6177570221.755205,-3062747020.9320235,2336117400.6173863
0000002969,107,2025,22491392531.024864,4163942171.2001343,8258268127.423286,-4094325956.223152,3122956628.4001007
0000002969,108,2024,17344587676.070087,3211088862.8546576,6368492097.188146,-3157403234.333488,2408316647.140993
0000002969,108,2025,23127910921.142754,4281783952.837277,8491981514.72816,-4210197561.890883,3211337964.627958
0000002969,109,2024,11289755072.74053,2090127909.3795102,4145311338.7719665,-2055183429.3924563,1567595932.0346327
0000002969,109,2025,11687421030.3757,2163749764.885507,4291324178.9627085,-2127574414.0772014,1622812323.6641302
0000002969,110,2024,15434278374.042852,2857423901.835695,5667075037.275542,-2809651135.4398475,2143067926.376771
0000002969,110,2025,14008211671.74424,2593409156.0855384,5143459561.758534,-2550050405.672996,1945056867.0641537
0000002969,111,2024,16057700912.110025,2972841183.9427814,5895979960.300461,-2923138776.3576794,2229630887.957086
0000002969,111,2025,18247096972.85081,3378174849.8864346,6699870590.094998,-3321695740.208564,2533631137.414826
0000002969,112,2024,16884241779.78315,3125862761.880964,6199464775.395932,-3073602013.5149684,2344397071.4107227
0000002969,112,2025,18617030028.93739,3446662376.8652573,6835700613.164756,-3389038236.2994986,2584996782.648943
0000002969,113,2024,13237547886.974945,2450732377.456067,4860491392.404831,-2409759014.948764,1838049283.0920503
0000002969,113,2025,17289351510.659637,3200862719.7552166,6348210780.072677,-3147348060.31746,2400647039.8164124
0000002969,114,2024,15108959952.091364,2797196101.6066284,5547626374.790116,-2750430273.183488,2097897076.2049713
0000002969,114,2025,14206727007.63219,2630161277.0399685,5216349351.437266,-2586188074.397298,1972620957.7799764
0000002969,115,2024,15919821598.848873,2947314908.224981,5845354178.16781,-2898039269.9428296,2210486181.1687355
0000002969,115,2025,18902790924.133785,3499566697.518006,6940624756.461311,-3441058058.9433055,2624675023.1385045
0000002969,116,2024,15340224889.21907,2840011317.3874063,5632540986.308182,-2792529668.9207754,2130008488.0405548
